RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,RecipeIngredientQuantities,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
56,Buttermilk Pie,1581,thefensk,60,20,80,30th Aug 2015,"This recipe was originally noted by my wife on a cooking show on TV.  It was touted as an Amish recipe.  All we had for a long time was the list of ingredients on the back of an old envelope.  We lost it for a good while and after I found it, I originally posted it so I would never lose it again.   Thank you all for all your interest ... this is my absolute favorite pie.  During the &quot;lost&quot; phase I must have gained 20 pounds trying numerous different buttermilk pie recipes ... I was so glad when I found it again as only a few even came close in taste and texture.  I've noted a lot of people mentioning reducing the sugar, which is fine, but bear in mind that the sugar quantity was a major difference between this and other recipes I tested when it was lost. Hey, it is a PIE, it is SUPPOSED to be sweet.  Enjoy","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/nTwHmSmmRqGCr5HAUapC_pie-1194.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/KVgOoNMtRF6wvr5F2LN8_IMG_20180506_232451.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/FNPRvh8RVDt87oJMvdaQ_166757453857297.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/a_270/v1/img/recipes/56/YrLhorGAT1ifQL8kR6Wi_image.jpg?rotate=270', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picJXAlyG.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/JOBnvLyxTLOaUX9iAHwY_10158835129563134.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/ZdWr5wSqTXxLp9gQKZva_6177182B-027F-47EE-9C80-39990213CCFC.jpeg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/VZPyxCFZRGDdqWjVI3Ig_0553DC1D-4ACE-4409-9EDD-5E05816DABF8.jpeg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/PqvYaX51TkK0ftMAzQpW_SPhotoEditor-20180123_200317.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/J2tzJWCfRymRlQleEd6y_pie-1181.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/LOQPyV1SkSvINuu2lHnQ_pie-1178.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/FKfvNy09TZOJZXhks55M_image.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/WcvltJdQpaBj0VuIwkRM_20150221_185141.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/pfKfVg22RWae0KXp4Zxx_IMG_20150221_124006.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picJEONrC.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picrMc1hm.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picI0FnqN.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picm865Ry.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picpY7xxC.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picG0knyL.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/picMujOhS.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/6mu4U7FdQvSbUJcZsfnb_2285843731647190.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/irAZOAxdSjOqcEnJuVTG_2285843731647190.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/pzhS4q7QKSMqZASDBtNB_IMG_20180506_232451.jpg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/Vg7ihmiYSTeiZMT2CpTQ_Buttermilk%20pie.JPG', 'https://img.sndimg.com/food/image/upload/v1/img/feed/56/M3067khQQjC4cYTLtBSM_20170312_211847.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/NNse5q3TRZum6MXQVNya_IMG_6814.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/56/pick370mI.jpg']",Pie,"['1/2', '1 1/2', '3', '3', '1', '1', '1', '1']","['butter', 'margarine', 'sugar', 'flour', 'eggs', 'salt', 'vanilla', 'buttermilk']",395.9,19.1,9.8,101.5,269.8,52.2,0.7,39.9,5,8,NA,"['Preheat oven to 400°F.', 'Beat the butter and sugar together until light.', 'Add the eggs and beat; then beat in vanilla.', 'Sift the dry ingredients together and add to the batter alternatively with the buttermilk; beat until smooth.', 'Pour into a deep dish pie shell and bake at 400F for 10 minutes, reduce heat to 350F and bake for 50-60 additional minutes.', 'Pie should turn a nice golden brown and a knife inserted should come out clean.', 'I think it is absolutely best when it is just still warm. (Not too hot, or it will be like napalm.).']"
59,Lou's Fabulous Bruschetta,1578,klcesarz,10,30,40,13th Sep 2015,Make and share this Lou's Fabulous Bruschetta recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/59/pickKDLXe.jpg']",Vegetable,"['1', 'NA', 'NA', '3/4', 'NA', 'NA', '4 -5', '1 -2', '4 -5']","['French baguette', 'butter', 'garlic powder', 'ricotta cheese', 'parmesan cheese', 'salt', 'tomatoes', 'olive oil', 'fresh basil leaves']",221.5,6.5,2.5,11.8,367.8,32.5,2.5,1.8,8.1,8,NA,"['Cut baguette into slices.', 'Butter and then sprinkle garlic powder each piece, and bake till lightly golden brown.', 'Mix garlic powder, Parmesan cheese, and salt in the ricotta cheese, till a lovely blended taste.', 'Dice tomatoes in small cubes,   add Olive Oil, and  small strips of fresh basil leaves, cut into thin strips.', 'Spread the ricotta mixture, generously on the cooled garlic bread slices.', 'Top with tomato mixture and bake at 350F for 10 minutes.', 'Enjoy!']"
66,Black Coffee Barbecue Sauce,174711,Queen Dragon Mom,20,10,30,10th Sep 2009,"It's great to know folks like this sauce so much! I wish I could take credit for it but it was adopted after the original member left. Thank you, all, just the same.
I have made the recipe with regular brewed coffee but highly recommend the espresso. In a pinch use strong instant if you have nothing else. The acid of the coffee balances the sweetness of the other ingredients.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/pic6Ysx4x.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/picknLY3c.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/66/piclB5wbq.jpg']",Lactose Free,"['1/2', '1', '1/4', '3/4', '1', '2', '2', '2', '2', '2', '2']","['brewed coffee', 'ketchup', 'red wine vinegar', 'dark brown sugar', 'onion', 'garlic cloves', 'dark molasses', 'hot dry mustard', 'Worcestershire sauce', 'cumin', 'chili powder']",772,3.9,0.5,0,2241.9,189.6,6.4,164.3,7,NA,1 1/2 cups,"['Combine all ingredients in a saucepan and simmer over low heat for 20  minutes.', 'Cool, then puree in a blender or food processor until smooth.', 'This can be stored in the refrigerator for up to 2 weeks in a covered  container.']"
74,Brownie Cheesecake Torte,67395,Dannygirl,55,35,90,22nd Aug 2014,Make and share this Brownie Cheesecake Torte recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/74/kZ2yXx22RimC8sHBAlFa_image.jpg']",Cheesecake,"['15 1/4', '2', '1/2', '4', 'NA', '1/2', '2', '4', '1', '8', '8', '2', '3', '2', 'NA', 'NA']","['instant coffee granules', 'cinnamon', 'sugar', 'sugar', 'all-purpose flour', 'vanilla extract', 'fat free cream cheese', 'skim milk', 'fresh raspberry']",122.1,4.9,3,15.9,194.7,14.4,0.5,10.9,5.7,12,12,"['Preheat oven to 425 degrees F.', 'Combine first 4 ingredients in a bowl.', 'Firmly press mixture into bottom and 1 inch up sides of a 9-inch springform pan coated with cooking spray.', 'Set aside. Combine 1/2 cup sugar, flour, vanilla, and cheeses;  beat at medium speed of a mixer until well-blended.', 'Add egg whites and 2 tablespoons milk; beat well.', 'Combine 1/2 cup batter, 1 tablespoon milk, 2 tablespoons sugar, and cocoa in a small bowl; stir well.', 'Spoon remaining batter alternately with cocoa mixture into prepared crust. Swirl together using the tip of a knife.  Bake at 425 degrees for 10 minutes.', 'Reduce oven temperature to 250 degrees; bake 45 minutes or until almost set. Cool completely on a wire rack.', 'Garnish with chocolate syrup and fresh raspberries, if desired.']"
76,Alfredo Sauce,1535,Marg CaymanDesigns,10,5,15,15th Sep 2015,"This is my son's favorite meal. I make it with shrimp for him for his birthday every year. GREAT for company because it is so easy and yet taste wonderful! I cook this in the microwave, but I'm sure you could do it on the stove too. Times are what work in my microwave. Please use your own good judgment on times to use in your microwave. (In my quest to eat healthier, I now make it with light butter, light cream and reduced fat Parmesan cheese. It still tastes wonderful, but there isn't any guilt!)
PLEASE NOTE! This is an &quot;authentic&quot; Alfredo sauce recipe! Real Alfredo sauce *only* contains butter, cream, Parmesan cheese and pepper. It will be thin and there is no garlic in it! If you want a thicker sauce or one with garlic like modern restaurants serve, please look elsewhere! Recipe #52892 and Recipe #8596 are two good places to start.","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/lfS6kBlpRJMGzvXr3Gkz_AS%204%20-%20final_2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/RU5fnqOQ6kQhNPHuyepw_AS%204%20-%20final_4.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/7Zay46y4T5iIMpwytGAh_9A7A15FF-075C-4696-911B-80C05EC777C8.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/rD6D3t6SrmNouznAOrTT_IMG_1241.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/pic9nC3rH.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/picOZfuNC.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/picvhwJQj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/piczatR8o.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/picCBDhXY.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/76/pict87aHR.jpg']",Sauces,"['1/4', '1', '3/4', 'NA', '1/4']","['sweet butter', 'heavy cream', 'parmesan cheese', 'salt', 'pepper']",489.9,50.4,31.5,159,312.4,2.5,0,0.2,8.7,4,NA,"['Place butter in microwave safe pot and heat on high for 30 seconds or until melted.', 'Add cream and warm on high for approximately 1 minute.', 'Add Parmesan cheese and warm until cheese melts.', 'Add salt and pepper to taste. (If serving with shrimp, you might not need much salt.).', 'Pour over 4 servings of warm noodles (I use angel hair) and toss to coat. Serve immediately.', 'Notes: I serve it with cubed, grilled or broiled chicken breast mixed in with the noodles or shrimp. Add a green salad and you have a complete meal. I have used margarine and canned Parmesan cheese and it worked fine.']"
82,Brazilian Empadinhas,1600,Leon  Miriam Posvol,157,60,217,24th Aug 2010,The empanadas in Brazil are different from those in other  Latin american countries and are called empadas or empadinhas. They look more like mini pies,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/82/82.jpg']",Brazilian,"['NA', '2 1/2', '1/2', '1/4', '1', '1', '3', '1', '1/2', '1/2', '3', '1', '1', 'NA', 'NA', 'NA', '1/2', '2', '2', '1', '2']","['butter', 'flour', 'salt', 'margarine', 'milk', 'water', 'shrimp', 'onion', 'tomatoes', 'parsley', 'lemon', 'salt', 'pepper', 'Tabasco sauce', 'garlic', 'cornstarch', 'olive oil', 'cumin', 'bell peppers']",329.7,16.7,3.4,77.5,446.8,35.6,2,1.9,9.3,8,NA,"['DOUGH Cut butter into salt and flour.', 'Stir in rest of the ingredients and knead to  combine or just process everything until it forms a ball.', 'Let rest covered 1  hour Make balls the size of a walnut, from 2/3  of the dough and line small  muffin tins with the dough.', 'Place 2 tsp. of the cold filling into the lined  tins.', 'Make small balls with the rest of the dough.', 'Flatten them to make lids for the mini pies.', 'Brush tops with egg yolk Bake in preheated 350 F oven for 30 to  35 minutes or until golden brown.', 'SHRIMP FILLING Clean and devein shrimp, saving heads and shells.', 'Make a broth with the shells  and heads and 2 cups water.', 'Cook 1 hour, uncovered over low heat. Strain broth  and cook it down to 1/2 cup.', 'Cook onions and garlic in olive oil until they  start changing color.', 'Add bell pepper and cook 2 minutes, Add tomatoes, broth  and seasonings and simmer almost to a paste. Add shrimp and cook just until they become opaque. Stir in cornstarch diluted in 2 Tbsp water.', 'Stir until thick.', 'Add parsley.', 'Let cool before using', 'NOTES : May use other fillings such as chicken, hearts of palms, cheese Miriam Podcameni Posvolsky Rio de Janeiro']"
84,Braised Brussels Sprouts With Vinegar and Dill,1555,Cindy Hartlin,23,25,48,7th Sep 2012,Make and share this Braised Brussels Sprouts With Vinegar and Dill recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/84/pickFstbF.jpg']",Vegetable,"['3', '1/4', '2', 'NA']","['Brussels sprouts', 'fresh dill', 'wine vinegar']",40.9,0.6,0.1,0,23.9,8.1,3,2,2.9,12,NA,"['Trim sprouts; halved if desired.', 'In large pot of boiling salted water, cook Brussels sprouts for 8 minutes if whole, 6 minutes if halved, or until barely tender.', 'Drain, refresh under cold running water and drain again.', 'In well-greased 13x9-inch casserole, combine sprouts, dill, vinegar, and salt and pepper to taste; mix well.', 'Bake, covered, in 350°F oven for 10 minutes.', 'Uncover and bake for 5 minutes longer.']"
85,Butter Madeira Cake,1543,Doreen Randal,105,70,175,12th Sep 2015,Make and share this Butter Madeira Cake recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/picH7CI8k.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/picxHaQSq.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/85/pic3a9BE3.jpg']",Dessert,"['225', '2', '175', '175', '3', '1', '1']","['flour', 'baking powder', 'caster sugar', 'butter', 'eggs', 'milk', 'vanilla essence']",373.8,19.9,11.8,126.3,243.8,43.9,0.8,22.2,5.5,8,NA,"['Grease lined tin with melted butter.', 'Sift flour and baking powder into  processor and add all remaining ingredients.', 'Run machine for 20 counts.', 'Scrape  down sides.', 'Run machine for a further 30 counts.', 'Transfer to prepared tin and spread evenly with a spatula.  Bake at 160° C for 1 1/2 hours.', 'Leave in tin 15 minutes  before turning onto a rack.', 'VARIATIONS Seed cake = Add 2-3 tsp caraway seeds after scraping down the sides.', 'Orange Cake = omit vanilla.', 'Add 1 tsp orange peel.', 'Lemon Cake = Add 1 tsp lemon peel.', 'Chocolate Speckle Cake = Add 1 crushed Chocolate Flake Bar after scraping down sides.', 'Raisin Cake = Add 3 oz raisins after scraping down sides.', 'Spicy Cake = Add 2-3 tsp Mixed Spice with the other ingredients.']"
104,Cheeseburger Casserole,1535,Marg CaymanDesigns,25,15,40,19th Aug 2014,This is popular with the kids especially. My hubby and I find it a bit 'boring' but think adding mustard to it at the table helps give it a little zip.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picP5Bk3R.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/pic7l8Eud.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picacxtDK.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picdIpfbV.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/pic8kCDB4.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/4/picqFCjkj.jpg']",Cheese,"['1 1/2', '1 -2', '1/4', '1', '1/2', '1', '1/8', '1', '1']","['flour', 'ground beef', 'onion', 'tomato sauce', 'ketchup', 'salt', 'pepper', 'cheddar cheese']",543.5,29.2,11.3,71.9,1795.1,44.8,1.5,12.6,25.5,6,NA,"['Combine ground beef and flour in skillet. Add onion and brown.', 'Pour off drippings.', 'Add tomato sauce, ketchup, salt and pepper.', 'Pour into 1 1/2-quart casserole dish.', 'Bake for 10 minutes at 425°F.', 'Top with cheese and biscuits.', 'Bake for 10-15 minutes longer.']"
109,Butterflied Lamb with Garlic Butter,1543,Doreen Randal,255,45,300,13th Sep 2011,Make and share this Butterflied Lamb with Garlic Butter recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/9/picnSlN8g.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/10/9/picHIRziT.jpg']",Lamb/Sheep,"['2', '1/4', '1', '1', '4', '1', '90', '1/4', '1', '250', '2']","['lamb', 'parsley', 'fresh thyme', 'lemon, rind of', 'garlic', 'cracked black pepper', 'butter', 'lemon juice', 'small potato', 'shallots', 'olive oil']",1194.6,74.8,33,312.1,348.1,52.7,8,7.7,75.9,4,NA,"['Open lamb out flat, place the fat-side down on a board.  Using a meat mallet or  rolling pin pound the lamb to even thickness.', 'Combine herbs, rind, garlic,  pepper and butter in a small bowl; spread the mixture over the fat-side of the  lamb.', 'Place lamb in a large shallow dish, drizzle the juice over.  Cover,  refrigerate 3 hours or overnight.', 'Place the potatoes and onions in a large  roasting dish; drizzle with oil.  Bake uncovered, in a moderately hot oven 20  minutes.', 'Place lamb, fat-side up, over the vegetables in the roasting dish.  Bake uncovered in moderately hot oven about 40 minutes or until lamb doneness as  desired.', 'Remove the lamb from the dish, cover loosely with foil to keep warm.', 'Drain the excess juices from the pan, bake potatoes and onions in a very hot  oven another 15 minutes or until crisp.', 'Slice lamb and serve with the  vegetables.']"
114,Chicken Breasts Saltimbocca,39194,OzMan,360,60,420,14th Aug 2010,Make and share this Chicken Breasts Saltimbocca recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/picn5ling.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pickW002f.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pic6wVin0.jpg']",Chicken Breast,"['6', '6', '6', '1/4', '1/4', '1', '1/2', '1/4', '1/3', '1', '1/2', '1/4', '1/4', 'NA']","['boneless skinless chicken breast halves', 'ham slices', 'swiss cheese', 'all-purpose flour', 'parmesan cheese', 'salt', 'dried sage', 'pepper', 'dry white wine', 'cornstarch', 'water', 'rice']",511.9,29.5,9.6,124.9,1357.2,15.8,0.6,0.9,40.6,6,NA,"['Pound chicken breast halves until thin between  two sheets of waxed paper or  foil.', 'Place a slice of ham and cheese on each chicken piece.  Roll up and tuck  ends in; secure with small skewers or  wooden picks.', 'Combine flour, Parmesan  cheese, salt, sage and pepper in a shallow bowl.', 'Coat chicken rolls in flour  mixture.  Refrigerate chicken at least 1 hour.', 'In a large skillet, heat oil  over medium heat.  Add chicken rolls and cook, turning, until browned on all  sides.', 'Place browned chicken in a slow cooker.', 'Combine soup and wine and pour  over chicken rolls.', 'Cover and cook on LOW 4 to 5 hours or until chicken is  tender.', 'Turn control to HIGH.', 'In a small bowl, dissolve cornstarch in water;  stir into cooking juices in cooker.', 'Cover and cook on HIGH 10 minutes.', 'Serve  with hot rice.']"
116,Blueberry Scones,1531,Mimi Hiller,22,55,77,18th Aug 2015,Make and share this Blueberry Scones recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/3VsX300jTOOiZyIg6oV2_blueberry-scones-3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/Pdw8MwSBSeSeIjtGzdEn_IMG_3687.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/29KUHClS4CNI0qz1BanJ_FB6A1B91-56B2-442D-B7CE-0DC70CA05C81.jpeg', 'https://img.sndimg.com/food/image/upload/v1/img/feed/116/YO6JtCb3TemvhHvh9bi5_image.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/a7WQtWyRf6AkQ7YGBZoR_DSC_1135.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/7qrKeQQh263RVQAjQRsg_image.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/01496581463.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/QbZXDx15QvmTEZcJFsDJ_blueberry-scones-4.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/L1y2uQxRc23Shd4MqRhn_blueberry-scones-2.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/picxvhWQW.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/picI1PiFQ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/6/picq9Ryom.jpg']",Scones,"['2', '3', '1', '3/4', '6', '1 1/2', '1', '1/3', '2']","['all-purpose flour', 'sugar', 'baking powder', 'salt', 'unsalted butter', 'fresh blueberries', 'lemon, zest of', 'heavy cream', 'eggs']",277.3,13.9,8.2,83,377.8,33.4,1.5,7.6,5.3,8,NA,"['Adjust rack to center of oven, and heat to 400 degrees.', 'Place a Silpat baking mat on a baking sheet, and set aside. In a large bowl, sift together flour, 3 tablespoons sugar, baking powder, and salt. Using a pastry blender, or two knives, cut in butter until the largest pieces are the size of small peas.', 'Stir in blueberries and zest. Using a fork, whisk together cream and egg in a liquid measuring cup.', 'Make a well in the center of dry ingredients and pour in cream mixture. Stir lightly with fork just until dough comes together.', 'Turn out onto a lightly floured surface, and knead a few times to mix well.', 'Pat dough into a 6-inch square about 1 1/4 inches thick.', 'Using a floured knife, cut into four 3-inch squares.', 'Cut squares in half on the diagonal to form eight triangles.', 'Transfer to prepared baking sheet. Brush tops with cream and sprinkle with sugar.', 'Bake until golden brown, 20 to 22 minutes.', 'Transfer scones from baking sheet to wire racks to cool.']"
118,Abby's Pecan Apple Cake,1534,Tonkcats,70,20,90,15th Sep 2012,Make and share this Abby's Pecan Apple Cake recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/8/pic1UgDNm.jpg']",Dessert,"['2', '1 1/2', '1/2', '1/2', '1 1/2', '3', '1/2', '2', '1/3', '2', '2', '2', '1 1/2', '1 1/2', '1 1/2']","['butter', 'sugar', 'cinnamon', 'nutmeg', 'all-purpose flour', 'tart apples', 'butter', 'eggs', 'milk', 'rum', 'vanilla extract', 'pecans', 'baking powder', 'baking soda', 'salt']",357.2,15.1,8,74,692.7,51.3,1.9,34.7,4,10,NA,"['* , such as Granny Smith, peeled, halved, and sliced (3 cups)  Preheat the oven to 350 degrees.', 'Brush the sides of a 8 x 3 1/4-inch  springform pan with the melted butter.', 'Mix together 1/2 cup sugar, cinnamon,  nutmeg, and 1/4 cup flour and sprinkle the mixture evenly over the bottom of  the pan.', 'Wrap foil around the pan to prevent leakage. Starting at the outside  edge, arrange a ring of apple slices in the pan, slightly overlapping and  pointing to the center.', '(It will feel backwards.) Fill in the center with  another circle of apples, with some overlap occurring.', 'Layer any remaining  apple slices evenly, overlapping to prevent the batter from escaping.', 'With a  wooden spoon or electric mixer, beat together the butter and 1 cup sugar.', 'Add  the eggs, milk, rum, and vanilla.', 'The batter will look curdled.', 'Add 1 1/4  cups flour, the nuts, baking powder, baking soda, and salt, beating only  until the flour is completely incorporated.', 'Pour the batter over the apples  and spread evenly.', 'Place the pan on a baking sheet and bake in the middle of  the oven until a toothpick inserted in the cake comes out clean, about 70  minutes.', 'Cover with a piece of foil if the top begins to brown too quickly.', 'Let the cake rest in the pan on a rack for 5 minutes, then, using a small,  flexible knife, gently separate the sides of the cake from the pan.', 'Invert  the cake on the rack, letting it stay in the pan for another 10 minutes, then  remove the pan, lifting it up carefully.']"
128,Caramel Apple Milkshakes,1530,Carole Reu,0,25,25,12th Sep 2014,Make and share this Caramel Apple Milkshakes recipe from Food.com.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picfvdzrj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picQZEhmD.jpg']",Frozen Desserts,"['3', '3/4', '1/2', '1', '1/4']","['frozen yogurt', '1% low-fat milk', 'applesauce', 'cinnamon']",208.7,6.5,4.2,26.4,185.3,31.2,0.9,10.9,8.3,4,NA,"['Place the yogurt, milk, cinnamon, and topping in a blender.', 'Cover and blend  until smooth.', 'Pour into 4 glasses.', 'Serve immediately.']"
129,Champagne Punch,1592,polar-express,0,5,5,21st Aug 2012,Here is a good punch recipe for any special occasion.  We serve this every year for Christmas Eve.  It is always a big hit.,"['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/9/picI35rA2.jpg']",Punch Beverage,"['1', '1', '1', '1', '1']","['frozen limeade concentrate', 'ginger ale']",236.8,0.2,0,0,14.2,41.6,0.2,38.1,0.6,20,NA,"['Mix the juice concentrates in punch bowl (do not add water).', 'Stir in the Gingerale then add the Champagne (do not stir after adding the champagne!)', '** Note ** The large bottles of Gingerale and Champagne should be equal volumes (I use 2 L.  bottles).']"
